FRANCISCO LUCIANO ALVES HONORIO ME;;;;;;;;;;;;;;;;
3252;;;;FD A G ALINUTRI NATURE F SP CAES AD RG (20 X 100 G);;;;;;;;;134;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
3253;;;;FD A G ALINUTRI NATURE F SP CAES AD RP E M (20 X 100 G);;;;;;;;;140;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
3254;;;;FD A G ALINUTRI NATURE F SP CAES FL RP E M (20 X 100 G);;;;;;;;;162;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
4142;;;;FD A G ALINUTRI NATURE F SP GATOS AD (20 X 100 G);;;;;;;;;22;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
4193;;;;FD A G ALINUTRI NATURE F SP GATOS AD CASTRADOS (20 X 100 G);;;;;;;;;20;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
4143;;;;FD A G ALINUTRI NATURE F SP GATOS FL (20 X 100 G);;;;;;;;;21;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
4194;;;;FD A G ALINUTRI NATURE PRO GATOS URINARY (20 X 100 G);;;;;;;;;21;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
4195;;;;FD A G ALINUTRI NATURE SP GATOS CASTRADOS SENIOR 7+(20X100G);;;;;;;;;18;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
4535;;;;FD A G AMMY CAT PREMIUM PLUS ADCASTR CARN/FRAN (20X80GR);;;;;;;;;16;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
4536;;;;FD A G AMMY CAT PREMIUM PLUS ADCASTRADOS SALMAO (20 X 80 G);;;;;;;;;14;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
4537;;;;FD A G AMMY CAT PREMIUM PLUS FILHOTESCARNE/LEITE (20X 80G);;;;;;;;;16;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
4538;;;;FD A G AMMY CAT PREMIUMPLUS ADMIX DE CARNES(20X80G);;;;;;;;;14;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
4539;;;;FD A G AMMY CAT PREMIUMPLUS ADTILAPIA/PEIXES (20X80G);;;;;;;;;16;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
4541;;;;FD A G AMMY DOG PREMIUM PLUS AD (20X80G);;;;;;;;;15;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
4540;;;;FD A G AMMY DOG PREMIUM PLUS AD PROTEIN BCAA(20X80G);;;;;;;;;15;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
4542;;;;FD A G AMMY DOG PREMIUMPLUS AD RP E M (20X80G);;;;;;;;;15;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
4543;;;;FD A G AMMY DOG PREMIUMPLUS ADRACAS GRANDES (20X80G);;;;;;;;;17;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
4544;;;;FD A G AMMY DOG PREMIUMPLUS FILHOTES(20X80G);;;;;;;;;15;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
3501;;;;FD A G DENGUINHO PREMIUM FL (20 X 100 G);;;;;;;;;78;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
3500;;;;FD A G DENGUINHO PREMIUM FL SEM CORANTE (20 X 100 G);;;;;;;;;99;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
3811;;;;FD A G DOCAT PREMIUM CARNE (20X70GR);;;;;;;;;21;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
4032;;;;FD A G DOCAT PREMIUM GATOS AD CARNE/PEIXE/FRANGO (20X100G);;;;;;;;;88;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
4033;;;;FD A G DOCAT PREMIUM GATOS AD CASTR CARNE E FRANGO (20X100G);;;;;;;;;29;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
4034;;;;FD A G DOCAT PREMIUM GATOS AD CASTR SALMAO E PEIXE (20X100G);;;;;;;;;29;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
4226;;;;FD A G DOCAT PREMIUM GATOS AD SALMAO E PEIXE (20X100G);;;;;;;;;58;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
4035;;;;FD A G DOCAT PREMIUM GATOS FL CARNE E LEITE (20X100G);;;;;;;;;27;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
3812;;;;FD A G DOCAT PREMIUM MIX (20X70GR);;;;;;;;;16;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
3813;;;;FD A G DOCAT PREMIUM PEIXE (20X70GR);;;;;;;;;16;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
4314;;;;FD A G EVOLUTE PREMIUM ESPECIAL AD RG (20 X 100 G);;;;;;;;;31;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
4300;;;;FD A G EVOLUTE PREMIUM ESPECIAL AD RP E M (20 X 100 G);;;;;;;;;31;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
4301;;;;FD A G EVOLUTE PREMIUM ESPECIAL FL (20 X 100 G);;;;;;;;;31;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
3502;;;;FD A G KDENGO EVOLUTE PREMIUM ESPECIAL AD RG (20 X 100 G);;;;;;;;;92;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
3503;;;;FD A G KDENGO EVOLUTE PREMIUM ESPECIAL AD RP E M (20 X 100G);;;;;;;;;97;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
3504;;;;FD A G KDENGO EVOLUTE PREMIUM ESPECIAL FL (20 X 100 G);;;;;;;;;95;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
3506;;;;FD A G KDENGO PREMIUM AD (20 X 100 G);;;;;;;;;100;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
3505;;;;FD A G KDENGO PREMIUM AD SEM CORANTE (20 X 100 G);;;;;;;;;89;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
4486;;;;FD A G RAY CAT (20X70GR);;;;;;;;;2;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
4461;;;;FD A G RAY CAT PREMIUM GATOS ADULTOS CASTR PEIXE (20X70GR);;;;;;;;;6;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
3696;;;;FD A G RAY CAT SEM CORANTES (20X70GR);;;;;;;;;8;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
3902;;;;FD A G RECEITA ESP PE GATOS CASTR AD CARNE/FRANGO (20X100GR);;;;;;;;;23;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
3446;;;;FD A G RECEITA ESPECIAL AD (20X70GR);;;;;;;;;26;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
3425;;;;FD A G RECEITA ESPECIAL AD RP (20X70GR);;;;;;;;;26;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
3426;;;;FD A G RECEITA ESPECIAL FL (20X70GR);;;;;;;;;26;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
3586;;;;FD A G RECEITA ESPECIAL PE AD RG (20 X 100GR);;;;;;;;;38;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
3587;;;;FD A G RECEITA ESPECIAL PE AD RP E M (20 X 100GR);;;;;;;;;40;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
3588;;;;FD A G RECEITA ESPECIAL PE FL (20 X 100GR);;;;;;;;;44;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
3930;;;;FD A G RECEITA ESPECIAL PE GATOS AD CAR/PEI/FRANGO (20X100G);;;;;;;;;21;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
3934;;;;FD A G RECEITA ESPECIAL PE GATOS CASTR AD SALMAO (20 X100GR);;;;;;;;;22;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
3931;;;;FD A G RECEITA ESPECIAL PE GATOS FL SALMAO (20 X 100GR);;;;;;;;;25;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
4646;;;;FD A G RECEITA ESPECIAL PE SENIOR CAES AD RP E M (20X100GR);;;;;;;;;5;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
4647;;;;FD A G RECEITA ESPECIAL PE SENSITIVE CAES AD RP E M(20X100G);;;;;;;;;5;;;
